Protein IDs	Leading	Core mucus proteome (yes if included)	Annotation (IC=intracellular, S=secreted, S+ER=secreted with ER retention motif, TM=transmembrane, L=lipidated and P=plasma)	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCA_1	Intensity UCA_2	Intensity UCA_3	Intensity UCA_4	Intensity UCA_5	Intensity UCA_6	Intensity UCA_7	Intensity UCA_8	Intensity UCA_9	Intensity UCA_10	Intensity UCA_11	Intensity UCA_12	Intensity UCA_13	Intensity UCA_14	Intensity UCA_15	Intensity UCA_16	Intensity UCA_17	Intensity UCA_18	Intensity UCA_19	Intensity UCA_20	Intensity UCA_21	Intensity UCA_22	Intensity UCA_23	Intensity UCA_24	Intensity UCA_25	Intensity UCA_26	Intensity UCA_27	Intensity UCA_28	Intensity UCA_29	Intensity UCA_30	Intensity UCA_31	Intensity UCA_32	Intensity UCA_33	Intensity UCA_34	Intensity UCA_35	Intensity UCA_36	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity UCR_24	Intensity UCR_25	Intensity UCR_26	Intensity UCR_27	Intensity UCR_28	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47	Number of IDs in controls	Number of IDs in UCA	Number of IDs in UCR	Number of IDs in total	Sequence annotation (SIGNAL or NC (non-classical))	Sequence annotation (ER retention)
Q99879	Q99879		IC	27	1	1	Histone H2B type 1-M	HIST1H2BM	3047637969	1759333585	717634484.1	5147562239	832673367.7	9307716.8992634	5595191.3176996	4277929.72208149	7315630.05697766	6323691.37239009	16698424.7161007	3966253.7091243	9920709.13709698	5253084.05971903	3662317.53300838	7681839.43171302	4867510.76254151	3831873.556134			1120353927.01211	6676355721.19757	521158267.404523	4841216387.4528	4718514391.20461	2632394842.13604	1957192268.86657	1377872403.92414	4396347270.43921	2813416423	897515484.993553	1648156262.73274	2599214304.87525	797415548.522823	2043664823.72511	1325367954.27222	1979254.39204252	3272336369	9554882.862	3714835.223	6791112.893	2998949.715	10337564.67	5726032.897	4555878.18	6569277.601		6092849.459	2362213.017	1934137.55	698718.2841	6299786.645	5578933739	1171460356	2494357476	459630300.67265	1020218775	293776493	1094863970	665429202.2	2924560271	2390130035	1817533410	2824770290	5089557.82795364	1222004.79276395	5963891.49084953			8732388.18251055	5120909.92489245	1465705.14907017	3862374.45236389	1547309.34699584	6556898.84291854	2344215.15431691	3195520.89623769	11213092.960647	12925141.5477328		17478169.1315654	6102376.61840879	10901445.2882643	13177820.394984	8061797.76002496	898371.239631215	4736620.25416693	357693.497621252	5959471015.21927	121425099.055511	1027004708.53562	704525744.202564	775680311.729821	6545915164.06911	2026638255.63808	3949979126.10116	1052086442.9656	2196558095.91921	252468646.79534	3385371874.49186	138983422.891406	380575566.555724	2617497992.88553	1497038930.48743	483022446.506283	748450117.914883	1382402216.6255	155922429.872033	163979260.668801	927411430.426035	955559440.328571	44	34	27	105		
P62805	P62805		IC	23	23	23	Histone H4	HIST1H4A	1927538627	510974301.9	315805201.6	707769378.8	511010448.9	566396007.183869	656930503.033015	552912139.401721	1109331444.95273	599469109.530264	439505477.081832	923554250.944519	505956165.991946	395028934.941965	992478039.166266	1316720860.26286	539879367.757673	786326825.710943	650749086.345548	259132675.570735	91191296.3107702	632363649.250065	80608081.6163024	694393688.353965	544120657.777682	800614150.114317	208552398.490061	197003376.797967	232541026.230326	351879715.7	63949113.4434192	226418326.605573	451071314.005578	167956622.451862	348312381.1708	181855403.969707	522034263.437176	209796562.9	665470897.9	632336770.5	1105277912	843364309.8	702690641.4	756687817	1161885971	609996806	955882554.8	534374357.7	809373091.5	371291908.6	603002131.1	540505105.5	272401487.9	39937310.63	178910079	34098022.9495093	62126630.92	57996377.67	540461946.6	380125496.5	556879663	658341765.9	453234849.7	878741014.1	664086849.418936	418333398.329417	1068680919.09112	1115285210.49767	1277837250.44776	663596905.400249	803079649.035408	893309241.077006	719679434.709136	811422339.834218	512748784.852195	378917609.087997	774558433.050186	1194508761.8122	1282013586.81317	530743957.169016	803232384.934904	331862890.054828	642098282.330073	1021902804.99845	647804619.17641	357190134.877035	236193799.221239	504619255.639529	628559613.690969	89126463.6209472	102796446.486329	117396928.521794	47107803.0181103	759350527.25971	116633343.348433	595177928.490168	295877203.021143	240955409.695629	174703601.631374	109174774.333639	63371283.8196763	50581500.9705098	258027797.165716	99469492.9936192	190242707.970899	118307221.118601	113782569.132806	48853379.0082285	510048894.703025	94092225.4822672	606130477.685027	47	36	28	111		
Q6FI13;Q16777;Q9BTM1	Q6FI13		IC	17;17;17	17;17;17	0;0;0	Histone H2A type 2-A;Histone H2A type 2-C;Histone H2A.J	HIST2H2AA3;HIST2H2AC;H2AFJ	596885599.1	987125514.2	458970445.5	1324234765	642401990.9	473592920.643602	757779097.429933	618467410.853368	1427580454.01583	747956443.890163	481211042.49429	827150635.412867	876265712.820893	371932897.837295	964095404.77281	927308531.596464	588266697.137444	645940689.741891	730279713.911553	450401945.680244	685267548.20727	1223388245.89509	224207569.589168	1128288079.02291	664910027.126103	1278282094.0991	991001788.124857	937365305.10895	874801319.615352	1660693230	319691080.610925	693282848.821693	723848608.278957	1482794000.28672	705228139.313053	809429435.205183	805803424.334422	1551127272	866493039.4	743202471.7	871670376	603094051.7	920289557.6	680351310.5	684423191.1	963434712	787834608.2	795740501.2	455775337.8	444538491.1	663591322.9	816880872.4	1035159592	370958990.9	1557720317	236925276.197994	481186374.9	1905552357	753239150.9	544691198	796902752.7	811594081.1	646930388.7	636082337.6	863939959.349181	383216629.987831	751961953.875165	796229463.88559	676681152.716814	879995081.752771	715278998.687093	1216406974.75654	298169163.423761	642816954.974076	788783303.846528	641414955.318233	943723642.987361	1097017725.35523	849488393.607383	566341633.647724	1207929407.45673	606689310.014694	572588303.901667	605663886.518156	873659676.589802	990520228.690886	583128594.991399	535910180.301801	2493579532.71257	234953825.582214	596074117.41293	424669792.605957	397776392.510033	1798253362.61509	1307097813.38762	975577039.285477	830385908.462414	1194522122.03087	269346691.742121	1077259033.87524	208788617.500756	292013783.156353	682658977.588682	829232732.356003	1179429841.53725	1009963362.64846	795933135.234673	1319843066.20875	1771026461.24968	1568535602.84753	894547141.572819	47	36	28	111		
P17096	P17096		IC	6	6	6	High mobility group protein HMG-I/HMG-Y	HMGA1	80949.97563			3084233.635		4014076.095932	3427402.49633669	1887152.1505547	7460137.69679233	1828465.49344098	2966388.19197362	833495.761489983	1343206.78230252	688835.092041462	877576.254685396		222696.088552267	196852.206895254		907874.359998162		2499908.7521944		2089231.3457346	2787034.24823392	206182.301215155	588371.526159639		2308329.85905662	679496.983		1293846.05954078	791441.294163347				4689701.04589852	1462174.162	3003183.186	3345112.286	1983321.106	2543095.79	3263854.45	4973963.928	427733.9251	5687078.244	2751269.045	11959657.01	1708184.942	1957703.508	99492.14077	1170127.572	2236955.104		741557.1801	548562.363999664					1001337.656	1550705.631	1871167.371	3028109.523	3102621.33247143	642023.296297105	842498.910889675	1373401.831693	238684.035882938	6173576.97142164	2655816.41356154	1031120.03308889	2276028.23451275	1637651.10806297	3366708.59180592	2597279.61559631	1148751.57221659	1982361.04177425	1431590.02250393	2608928.78604855	7323224.54904574	6267966.37029738	798349.463415219	1281487.70250731	9369660.63009176		76300.1665299508	2081342.04767146		192048.19735356			565489.7922404	1547260.61737578		1017643.72887506	87759.2569729393	895620.484272248		2403102.40962745			995307.15590704	576632.235368793		111938.46530345						33	24	23	80		
P09429;B2RPK0;P23497	P09429		IC	11;6;1	11;6;1	9;5;1	High mobility group protein B1;Putative high mobility group protein B1-like 1	HMGB1;HMGB1P1		84205623.97	75396416.48	14624709.71	47097708.84	22317702.6101647	25739423.3044578	35560782.8073333	36563201.2187006	41056720.6249076	45743795.761476	14842518.9195902	15957556.0384545	21879822.4291891	33094935.272431	9768121.58647265	23177217.1684118	11549287.9611576	14437991.7398954	36069864.8204871	43202413.0083728	22180923.7099636	42337444.0118801	24778378.9779442	32325049.3138352	79202794.378279	70212182.7700817	26865283.6749129	65779355.8656426	22255230.27	40388499.5280775	78051126.2611895	58977931.8010849	11118408.7044968	40685680.663438	52256303.7161492	44736571.8749336	52751446.94	23243826.79	49786694.15	34988023.55	26524580.18	15454306.86	73103312.79	17082540.36	37111809.83	57944043.85	37373202.59	10199641.82	44944379.64	12579883.12	20181164.08	61861827.62	52390598.27	75488846.61	58617229.0947445	36862263.78	1710956.218	76365806.77	71792868.98	61039339.07	55225875.68	40026991.91	33751885.59	24133339.6658604	13667798.7116849	24244097.0145366	23709862.8067453	6083864.10351363	28613599.8643405	32772552.0332968	14391605.3423642	24275669.1533904	33433215.9529877	20824583.885583	22693038.2951051	12580947.142283	11944438.1108838	23063477.6850453	50281130.2177797	28418877.8942892	83855438.8790131	22519328.6278331	28760097.8560413	49918383.8487	4738625.70192263	16047271.4421677	30377682.7433954	82895548.8599541	87200804.2457958	48286649.603579	90756948.6989456	31966426.1892089	29396611.4776166	133695426.327353	15975655.6352559	74396234.3843153	64703870.9735944	14378827.3800822	106508273.689668	51602860.941007	23376557.4978506	38174605.302233	42997751.0188737	11038990.3123757	11771078.2081944	13300664.7253648	3635841.88246501		1670672.69464597	118824966.360166	46	35	28	109		
P26583;P0C6E5	P26583		IC	8;1	6;0	6;0	High mobility group protein B2	HMGB2	776997.467	6932501.488	7179303.82	1420605.149	6266965.957	12703567.6883111	7434222.60666727	6120824.41118918	6802378.78453247	16645118.6698544	4697579.82408374	1837844.61781645	5840817.50446584	4803445.88167504	6766559.34067303	1438467.91467913	2803439.74298277	762364.09096173	827940.423749444	5561971.06036545	1542112.04705202	622580.851304019	5101760.44352613	947196.235543879	6120463.13708465	12086431.4340693	9811536.07655856	1410225.63033244	8506907.21409227	1141990.628	16753420.5843012	6064489.19536693	6788565.72783156		4602184.7488624		4815511.4468423	4748381.051	4368826.455	10348557.29	15671510.62	14262316.89	6612007.471	7872374.81	3475622.752	5352482.113	6195413.959	4245707.259	1235913.969	6941711.434	1735798.467	2962210.871	5848983.804	4152316.654	4668764.088	9620742.62447822	11690450.28	3120987.268	10834021.29	7747370.296	6983560.937	7047256.385	3255837.916	3082180.5	6849334.73838607	2055799.586064	4384105.79272211	15643130.9349558	361135.088251184	6591147.01321062	7635954.67252186	3937727.70674394	14212569.7921718	17075494.7561075	5522275.87396474	4534310.33798043	1199188.29019966	931003.675265949	4908071.22567112	7691120.18028427	3582507.13319279	12681020.9041543	4980879.24315255	3979378.1547348	5608038.34007124	4672107.24944645	2220677.82338621	3362712.4919862	10190002.474279	21549681.6284284	9094563.7104017	7076494.94091593	5833072.97669844	4991831.44293925	10728124.9487111	492571.183981357	7279218.3749533	8760418.25848198	11438148.8583041	10930846.0680287	4314764.60341818	11938316.0682143	4949824.94077131	32629299.1023698		6015239.32172958	5130053.15685767		3521330.4860715	2606640.98052321	11183526.2456627	45	34	28	107		
P54868;Q01581	P54868		IC	14;1	14;1	14;1	Hydroxymethylglutaryl-CoA synthase, mitochondrial	HMGCS2	391476.4484	9302148.095	17388930.42	2594237.354	29292101.9		11756706.066026		26558953.9244049		187736.644480029	11387809.274803	27813757.3716255	31696240.2851468			3695183.35801065		991634.922128713	20576373.081674		1497162.98768061	5487522.56417303				31490893.0431063		7987440.16752602		9743415.99695531	762554.327935113		1707575.49870835	6637038.88532759		11073897.4805632		14276884.07	19063455.08	13446022.41	41050095.07	27541842.62	7970692.683	6741772.087	13233895.49	7346119.309	40481071.58	56287300.72	8880779.905	9009391.266	3536707.448		2705490.904	671383.2604	9114919.93483954	22229533.28	33498650.07	33310588.34	11609562.17	1435698.535	4389769.708	5644389.03	2896909.872	3872124.42682753	7210033.88663869	6536864.52704853	28678986.3497249	616758.351280263	4745863.14266878	4180691.42711025	12809159.1893064	17033361.4823648	21740647.0934092	12532449.8572065	14749891.3050104	488206.065051887	7158868.77967161	30046733.0967897	6359146.35431409	24929304.0505253	24019713.4545069	11251346.9786532	3458908.46828857	22447197.4229833	15224352.6649873	4589278.60925327	23965167.0060457		31545407.0059487	17784502.8781163	6336806.98642404	66840164.8633009	5262196.92919462	3822503.71627564	2744713.11845215	25977081.6108932	25728078.110882	3041868.42560878	2022963.47635891	17973623.4165555	2121343.11086818	3923920.73800153	46101368.3137866	3150808.97298618	4286678.12040773	6718287.10269389			15967187.084749	17579414.5963348	44	22	26	92		
Q9UK76	Q9UK76		IC	5	5	5	Hematological and neurological expressed 1 protein	HN1	12016142.86	7092679.62	6017247.201	1233475.545		8895977.3050894	3249695.722069	9353106.00758095	4600436.70199254	3389741.22696824	3531055.99501428	4640402.20439764	1071675.0653915	3879002.31101524	4097851.66967483	3806620.96716337	3205960.34041571	3540310.11887837	508206.350616812	5230182.7728124		3374257.53742733		4516881.66942431	5815774.98700957	1450303.76253321	4296936.72633908	742676.264022508	6479908.92445311		2333721.88300381	4394241.80034289	4983303.90049617	4992299.47186783	5136734.32767912		2931224.541031	1685762.211	3515149.689	3775841.555	1733531.61	2585622.056	5241897.123	4657003.842	8804798.534	5305113.68		665198.3947		4828267.685	2646017.019	422552.6639	10726369.17	1738498.855	5071164.911	3148135.85238309	1826916.302	15746508.13	8254177.716	8232702.097	7151813.705	5545655.814	10905980.99	16497715.64	4070889.06374608	961990.579587915	3253075.46346379	2138195.68846559	1953402.14437406	1455002.5418232	2132486.39290513	1387730.34299603	1554642.05015608	2578949.12437306	4784316.46362122	4933430.66129384	267177.258725764	8830050.90361419	4384931.41902539	2028973.50994299	7676859.10116144	4224772.82060532	2808391.27236737	10327637.3996044	6589178.1387939	1042897.69546584		2502282.85772093	1859606.15538132	3312701.96930851	1210470.85562678	1149940.43991771	1030239.45548654	950129.381869284	3408991.88535577	1574231.69664386	2202428.61112642	3563174.38591585		7422482.75461986	2241007.24705388		1759357.56227013	7530675.93787344	1716639.60696525	1864731.26613152		2749800.20085787	20718479.8767566	6661073.45954926	10816327.8024599	43	31	26	100		
P09651;Q32P51	P09651		IC	12;6	12;6	12;6	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	44838536.46	23797461.11	12453518.64	21479863.64	26881888.3	25783767.7802683	27628726.904567	31173958.7384109	28819584.9334596	25511184.2764817	21442318.7074641	62389509.6742578	11480836.0403395	8680521.51597665	53328445.1897291	32956506.3230185	27183975.8193025	38030201.7293206	66464881.6087327	21151175.994996	9073618.50358697	31829095.9962025	2861427.95764269	73194510.2496346	89532325.4579105	69178469.3295076	76136359.5483337	7523133.95293063	47356036.8564963	317421.3302	41151917.4212154	50984755.3902898	60620664.2598851	10937480.1101096	31845969.9631297	3831386.00257555	13243947.5775717	39360269.46	15265910.27	19799420.73	10869404.39	13595213.58	33692276.63	29527994.93	45172554.65	26889882.94	10297893.14	16885977.62	4255110.926	30346933.87	36642493.72	29927421.33	97790122.11	23473431.42	39198905.3	28618071.6263638	31523769.82	10440068.86	21048483.61	13397104.82	29359523.85	32586835.12	33887520.16	39347759.72	25853600.2734769	7982211.15333194	25661894.5344803	12746564.2795431	28236273.4965626	14682843.6714609	19610174.2175683	11704239.5968516	10407552.4719022	10511060.969416	21522201.2799398	14510620.7137378	18053445.4989335	52582806.9918939	32424847.3369641	26072829.2253897	39806764.5639149	28297448.711629	25570356.6461587	51549247.058176	29877023.226591	7668693.75889826	14332608.2026489	21028634.0762017	8827899.54238477	81951587.0592384	46788120.9737891	35643187.6760871	40618307.921331	48693810.9878124	60151087.0804422	30218135.9839671	29715190.4856388	37015569.5659517	6156290.56735558	60809222.0027514	31267958.7086968	27617256.668043	32193128.9495317	32910514.3742928	6871971.33047342	14033502.8930054	8100992.01303881	3257324.77220124	11601349.701829	1894573.12841902	20136870.216069	47	36	28	111		
P22626	P22626		IC	20	20	20	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	34682401.91	20938291.55	15680942.26	18160560.35	63622248.25	33530446.5322856	61409381.7446381	33480419.7233074	55152641.8576944	45617364.0008124	44502667.337823	55845569.6467253	74057139.7940888	30477617.2637742	57537955.5361206	32381259.5929683	51929215.4800058	42922292.85121	62951674.5551584	33343806.3568508	16933390.221118	15088664.4503992	23030880.4618007	48184038.5376884	35723248.3880478	72914744.2628801	36573775.6448591	9798066.6154184	46185162.8368354	16271254.19	38874377.2832419	56679533.7073817	41263625.7326219	68908472.9459708	28370412.9769508	5274230.8081023	40609359.5201417	52787012.38	17232669.29	41117858.18	21922183.51	31008368.68	57594541.41	47104720.3	59570900.61	55481408.97	38930221.94	62407800.43	15607730.86	58247618.88	28270460.94	28775714.29	64378093.03	29527324.05	58960162.47	11183342.6057316	85533446.5	54842550.55	14722786.46	10866780.95	31549341.42	36627179.65	41440876.79	44981389.14	41411665.6037085	13164219.0318422	33212388.0576878	56996619.8734996	23200931.5705987	23110705.6356502	31594156.9588004	12041577.4103639	22201192.5363452	25679006.7272841	49011145.2737337	32047934.8270542	49507339.4278024	91489589.5758069	57420731.701287	46241710.9185444	95686717.7415301	98504875.1036336	44609023.8686149	83246073.3126011	54279948.8003607	33560187.348249	12811568.4297389	46364371.9000337	14894346.527136	35371673.8129493	27250535.9126129	15119750.4244109	18525768.7841954	31694535.3490795	76710879.196575	25691469.591864	26637608.9255203	38072887.8444811	12221480.8340698	79557828.8341404	32563394.7680506	38115512.3256062	26844940.3109661	67978507.1901267	45076154.6936169	60343455.8917504	22643911.7629342	44967572.996344	58472879.6865496	29572113.1881491	18040521.3703414	47	36	28	111		
P51991	P51991		IC	8	8	8	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	126906.4845	4740101.175	9446703.302	2967652.164	20489279.19	9992153.13565213	11141279.4477726	6593574.56755497	9603390.85281749	9476519.60913008	10397416.4799888	7723710.46947097	5279915.87248382	5077756.47877847	10773212.2081174	1236753.46271926	2376937.62507949	1239974.14310349	2178994.15465036	6605781.7266531	9968237.23824845	1723944.39914915	11047849.7816314	1879772.61254421	6674650.64024008	15360241.3927535	11119664.5442821	5685907.4496277	6470131.0124496	5481029.803	10087892.429307	14756087.4015752	5590173.21648604	1380347.95802306	3588852.05882707	3417817.95705233	12184529.3210497	11675342.72	4514271.484	10723193.49	4917691.667	6207075.891	10136385.88	13182125.65	4579405.992	14522347.05	9002480.972	16057599.52	2706046.88	13923126.38	3646910.653	1489569.38	12793682.41	6385644.011	11963334.24	6161615.83516954	2380849.838		9035235.065	7080940.502	2584452.1	4496761.841	1522267.859	838288.9119	10263827.2511654	4693114.57947965	4783061.82562485	12081299.1057562	2304592.38158243	5438956.90579603	7679548.478746	4307416.7695848	6282390.29350476	4748353.94254413	9389295.93041033	8406302.70224765	6483827.04068629	12889471.1424953	8502816.01978471	10546458.2460533	10863840.5277038	16754791.6414898	5037035.59641332	7006243.76138579	12274256.6386511	5945261.12656064	1226647.14186623	11348694.4997966	1840419.77704017	14942983.1408102	13849065.6818035	9113340.06086491	4798116.43589506	2312057.4435249	29034519.3831697	2695416.21658935	7088927.957443	9029875.29133797	6546160.6711756	20667186.5630266	9600532.26809432	12584935.7581636	5504731.66902612	1451941.99394215		3131203.85108737					6997014.13288319	42	36	27	105		
