Major	Annotation R	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCAnoninf_1	Intensity UCAnoninf_2	Intensity UCAnoninf_3	Intensity UCAnoninf_4	Intensity UCAnoninf_5	Intensity UCAnoninf_6	Intensity UCAnoninf_7	Intensity UCAnoninf_8	Intensity UCAnoninf_9	Intensity UCAnoninf_10	Intensity UCAnoninf_11	Intensity UCAnoninf_12	Intensity UCAnoninf_13	Intensity UCAnoninf_14	Intensity UCAnoninf_15	Intensity UCAnoninf_16	Intensity UCAnoninf_17	Intensity UCAnoninf_18	Intensity UCAinf_1	Intensity UCAinf_2	Intensity UCAinf_3	Intensity UCAinf_4	Intensity UCAinf_5	Intensity UCAinf_6	Intensity UCAinf_7	Intensity UCAinf_8	Intensity UCAinf_9	Intensity UCAinf_10	Intensity UCAinf_11	Intensity UCAinf_12	Intensity UCAinf_13	Intensity UCAinf_14	Intensity UCAinf_15	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47
P07148	IC	20	20	20	Fatty acid-binding protein, liver	FABP1	344391332.400001	1053681245	152099715.100001	150196703	30577275.42	294109035.515518	201081275.467865	147222369.680179	644545611.086837	54950916.5086011	633042625.359705	5637398.34629565	3437405.05271809	241594650.206055	169428804.145879	15358881.2527411	647508185.397037	1197335.21203539	214505476.945474	54416038.049704	129481018.678636	41705565.4124579	395907140.363322	21697373.3370026	9099388.63000004	12119637.432773	399328894.364574	79601025.280672	14741648.8046059	437041184.635433	10463266.8754772	689198312.044783	189751679.320583	750917381.6878	25169264.8000001	568597436.9	286505053.900001	386511614.400002	335888428.000001	364202869.800001	278628969.4	80774201.5200002	93750178.2600002	246671715.3	440843502.600001	412765698.300001	43983737.62	48428377.0200001	60807236.6442284	10048548.71	88731674.4600001	673791038.200002	674326351.000001	632281829.500002	531578345	383297151.5	277560617.982687	97879832.6517207	98199318.6112654	821555492.871984	77828607.2172099	184663512.324218	194923347.101187	76603334.3077271	220279315.872777	390987417.011078	515426508.184072	553770827.428596	31729350.134495	183888489.285123	238955910.381432	209104607.659014	381107828.706171	166351990.429036	179356164.837384	132720625.235518	377508915.259728	110225262.229075	10322411.3237847	399263703.416923	160104480.392159	276590155.350231	163045149.955654	174193109.196423	33853260.3159443	595730062.414139	164157786.519772	261619523.043791	511033454.896491	363036183.505317	473101.167022463	158981971.321632	21083729.6204029	483046.710763223	107927114.497223	62236334.7584241	148321859.123208	325948878.964972	17016835.5187766	13497413.7311724	133400066.293268	52078302.2488638	1153554190.48434
P51648	IC	1	1	1	Fatty aldehyde dehydrogenase	ALDH3A2								799618.695593418																													203633.421					509376.176700001	843967.198300001		235922.1319												263238.689674319					190548.072903587			678938.627493928							519206.290087294							526961.825375758																							245820.519825596	6
P02794	IC	4	4	4	Ferritin heavy chain	FTH1	1948542.151	4764642.96900001	2070463.023	988681.694200002	6140501.59700001		2960762.73010396	1671305.61958181	995309.148533095	2131275.63139173	1290504.55444026	2831767.36832711			3116112.80279337	3520876.06246672	717042.754556181	1496552.93119912	1631684.20547851	5751489.14055926	2317951.16299644	5906082.99689441		391802.133109122	1577458.76	4044540.77611902	1747352.62329343		16509911.0640587	1279311.79014076	2842616.60412989	609417.323386706	4945290.25733977	1388533.67481757			301140.6691	1997917.864	2513829.90300001	1585051.455	525246.5325	3454364.32200001	2217051.58	1570498.836	4586908.73300001	1719079.66000001	2936370.226		820414.314652378	10701977.4	1658372.408			1914167.345	7989676.16000001	4020129.907			3413539.99046648	2896096.68786456		323687.640759772		2348728.3518991		314595.265639505	650545.836838517	3301350.57275333	1682037.83845516	1308886.98646292	4722233.83587351	1514688.18786981	1357517.43306703	1878392.32043151	1832739.16551083	1223437.28792307		1010568.79723441		608459.817392063	1679306.17110547			4495396.47491689	868153.865465865	1884029.52409494	1782693.4974526	1316469.43995636	2858320.64635264	1871818.75842217		700444.193550411		867541.18453076	277672.305428752	14596289.7176237	4661425.17897966	3389189.00728209	6059322.87550017				
P02792	IC	5	5	5	Ferritin light chain	FTL		441116.0332						416622.088041068	554052.014193408	2699419.54970472	676735.50284844				6666069.89250319		135739.697395571	949906.365638146	859331.667746044	4596632.47790151	1174909.90936162	21858233.6185523		172043.40952038	234609.3124		12842610.6402704	3662839.97501476	5757603.377759	151543.820870669	18530987.1701693		6217910.93728835	645994.089498201		314602.283100001	949143.856800002	1528684.183	776503.6071	4203821.20500001	333147.924200001	486893.478900001	1129712.037		4987914.24		228298.967000001						138388.0723		294206.251600001	442074.055900001	407467.505683025	378908.624949643	1062706.6026185	595240.009104922			1556162.6515575	507859.313178611	292169.679814257	335421.972787343		470286.081879483	496057.711467103	1145146.21170741	3281314.1720525		604513.762549936	1167854.58030383		255924.676907492	1963007.53596298		345570.93532407					7370047.33433367		567816.257591648		563437.642553948	376177.319589753								2550642.98640432	1323488.11320578				361165.669002748	472595.080583382
P35555	S	4	4	4	Fibrillin-1	FBN1			606607.034700001	3362885.14100001	51581445.2100001							189560347.585686	31501855.6841932			89395074.0838397		65489862.0590518							43597050.7300001	33540138.5390407			11034097.9599661			1011432.13522677			11427570.18							27579320.9900001							1114511.61226044	11073580.27															145880.547146287																	587284.356182328		885863.430068255					2915102.81901356		462260557.770516	5355041.4694164	170967536.095083	80599778.2542418		2835149.59454186	189118489.736008		107931499.536272		3628651.93487453		
P02671	P	35	35	35	Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	FGA	2489848.171	3093882.03400001	23944711.71	128847040.2	35338165.83	534301.772313978	2542830.42582458	4741765.09751333	12424656.4570376	9088088.12813159	18480110.0652083	124024324.000018	49114429.2733246	16766815.5179952	54267374.3735685	24947352.1314132	3001200.12988767	10449093.8447877	15480809.3565422	58576695.907424	122361939.706542	67525143.2993718	2853345.9844103	133602879.391411	25767291.0300001	265410312.729291	94664691.5116821	44350288.6329152	27293481.6271055	4661993.76708565	29146614.8130959	4575715.61269019	105907405.519983	26687011.2743111	48554725.34	78499590.34	11071210.31	9215071.074	20636341.6600001	11949596.07	18057329.53	101253895.3	3854404.33100001	9735094.23400003	83537477.5500002	14781201.5700001	3829911.10400001	30387624.96	116568577.51566	44131889.4400001	3779386.22400001	1515441.255	2173626.621	4406119.36900001	4963761.79500001	11997554.12	100776037.163382	257210746.261037	26222437.7847297	12446829.4210237	75410892.1550155	48579182.4464847	58949270.3644511	165179395.931093	30037242.2059666	78789740.5379969	3421320.05449546	8756985.32049857	17462092.1489051	27307882.3237629	29774398.2227165	71540984.2944301	5859474.40176064	2213514.43734891	462679.020466555	20945355.8337842	5056867.55911452	15640209.2839644	106081512.664246	22031076.3685496		110113311.589856	19322948.6460797	67108560.1159755	18479999.0454776		46201978.0675687	52631794.0309189	6505248.69604121	3090858.40575227	34239345.9686489	57857282.9429626	239386340.375064	97785014.3161888	51500467.6084984	50809001.6471853	9651621.73509616	3333285.48401576	87517835.09808	24540958.8204203		14198454.2488243	16762355.8858085
P02675	P	26	26	21	Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	FGB	16377431.64	4184123.483	14200137.9	185890245.000001	11717251.36				2540323.24692446	5086747.49319065	8103935.47021351	67063897.1514042	19439867.8448271	15845189.1571632	88973500.4611524	39111086.6859463	3828980.83215956	10947790.043394	10535635.3623236	101718274.470969	93853392.5607946	25121443.1486091	5521806.06268431	194514959.037448	21344103.98	179509151.066063	46407702.4263665	62364541.6046837	16085528.1217901	6815636.69884344	10715968.0912042	3245019.22800932	19621099.4593037	2889909.38085791	66147761.6600001	28651480.42	3721538.61200001	2165510.295	30172940.62	214081.9378		22382547.5900001	1425821.966	1215127.563	38735262.1100001	827244.539600001	5168040.68800001	65041513.2600001	88411689.9115406	99495163.1099999	1905492.28400001	1227552.851	349711.1299	336739.221	8929664.29700001	736700.199500001	12243428.3850471	92935417.7783467	2895338.20461372	2675786.34499118	147972787.442408	84370900.3141118	14028577.6633593	29207371.5092594	4651823.74387668	27797754.0188668	3813817.92182546	4818729.32685233	2552281.05872285	39984964.5993598	6451428.08484398	14950788.9976991	837477.386991421	965256.83307251	512221.658169654	6467472.97193275	1816449.24774028		46583659.6627652	4006937.41150357		78280642.3007107	14124995.6260079	36750516.9636725	20200801.1098233		24908182.3827611	73582112.4646802	2969140.41834501	6026360.56946422	23055886.1228906	41392183.4381177	75929154.4400379	35742089.6480288	98726106.3082672	119634998.141991	1549422.5539534	10000361.908858	138775989.545937	46292058.2535278	12963145.136295	83776592.539431	3680419.31204055
P02679	P	11	11	11	Fibrinogen gamma chain	FGG		723296.173000001	7529120.83500001	666829.670700001	9072175.37900001		164004.588757248	671937.2611703	14102069.370844	3372080.12742121	2487757.48362588	1378337.00398426			7531066.42144663			4964054.77395989	5409493.12517121	13876890.3840584	9661722.28804643	16250797.1485994		4480384.95231994	1191200.582	48600236.4848753	21624797.5339557	13947182.2282294	9890244.46957127	2850827.43187826	5109091.84906133	576260.980503601	18899947.7406661	3728549.7502049	768450.548500001	11335304	1376153.941	2448369.63400001	14333342.75	2067269.242	1420012.102	17294508.69	7945381.50600001		10512466.32	240111.4126		660496.8919	11591996.0414855	16562011.13	2520658.779	587868.534300001	723815.050600002	933802.863900001	870598.503200001	1508458.888	13056707.0244388	58967450.780277	3208248.04187733	1150062.80906455	18124744.7207091	41704272.3662019	13038862.0314268	34101534.8692319	8544609.37177841	28902599.1833317	1810986.56918868	1013478.07207975	7325532.69283649	6929592.72457961	9748908.59893579	17424992.0993204	2805283.86799084	671321.881426451		3255543.87506329	839834.800135755	21954345.4651656	27346519.8625045	15057872.5693782		5766623.32222256	980980.030095207	13523434.134966	507110.023467647			2135334.22279378	707307.042265049		14458172.8032215	1134274.45414877	31457814.7092156	25704719.5569254	10762607.0207876	31982311.8025015	1873280.68102664	461411.304239624	17153955.7736772	13788605.7105091			5348388.71820934
P21333	IC	51	48	48	Filamin-A	FLNA	4814060.953	6554275.066	465858289.900001	844752607.200001	20302662.1400001		1950745.5611486	2619973.4308167	552739.465682246	9788916.89079841	7460915.62799841	723171815.816837	735603860.94755	2091611.78403205	57861962.7338134	1203122255.12161	6454907.17477326	2022428227.40785	10181262.2790658	21155300.5636644	11290206.5667789	25607399.682135	2577453.13224381	7725281.81265831	1572777534	609341879.019233	8784188.619461	44737429.4034605	95234361.4647038	3883750.94417389	23365611.9795822	8478951.37959893	12914694.6046605	18452670.3231448	140135726.4	10550205.73	26065765.1500001	4900696.66	4479072.64000001	14978623.29	6316444.81700001	505084025.300001	7491224.66400001	2700135.15	35698583.5400001	4864817.33800001	6316117.084	15683734.85	368207350.38057	64283130.73	4237141.70300001	6836420.25900001	3072806.547	9564118.29700003	18268998.39	5155620.41300001	52007713.7480093	3616439.68395091	9151129.18486345	1495802.26869116	10678537.5024018	2973085.51458439	1263970.62431869	18331545.1003443	60512032.9579369	16734270.4672183	6168628.95979678	10113028.8488637	26429298.0450786	5484439.11953793	7379859.59728816	9039317.51799178	6870556.05392813	9375139.78609271	3111142.27595306	1383973.87934549	598462.519987527	5033074.51603053	32786310.7892868	56050399.7558982	7117583.3331478	127830045.89307	51754859.9694683	636403967.776429	15130868.4705223	2045103.50914658	19897567.5872019	1452286.728878	16466220.1664842	4450166.58724626	729194234.380955	508911403.392011	900270662.925145	1532127132.19055	5789355.36077254	105247537.988483	622292266.953004	37665630.6217035	1177327221.71336	32758286.1035308	9721740.64111061	7446360.49860297	53030652.9627649
O75369	IC	97	97	92	Filamin-B	FLNB	117255498	372873685.100002	157116827.6	29605701.1200001	21439404.27	109006375.964411	98882444.7857788	62056897.395562	92338389.8467299	83310850.3689649	125627824.884975	20229046.0103615	8006358.48431406	118416886.805571	110256240.610636	12862009.7297123	188206240.411878	16872399.9410504	86641543.9946516	33862330.5258	73003797.9481262	49891537.4419929	134957736.435511	117070513.143522	15183154.74	97361511.1613245	149516597.13345	289141839.27697	113734628.528003	340683362.555151	61438391.1828288	170778548.318286	147348483.056729	129013760.411365	40556453.6600001	162158105.4	147421412.5	171763397.000001	193046311.2	70415678.6900001	129350519.7	63523840.6700001	214283752.600001	66825436.7700001	179037240.1	121012352.5	82675560.5999999	176144021.3	145470264.984581	82021035.8600003	256851685.4	366861521.600001	305495816.300001	293351817.3	139381396.4	130071037.5	115969700.659263	110686356.719786	129466244.687401	176347489.669992	103725811.157274	106366657.685064	197579844.667971	94003882.3440586	167504547.983649	222321904.522936	167035324.446268	94360681.5160472	129754370.544955	143411198.199192	129670682.759189	100738602.954443	125287088.877793	143064288.814227	144572495.156755	56798413.8925615	96010237.5562216	76686937.5889826	109010458.868144	215015376.434958	97317815.1976579	202085675.969917	316326960.541675	213508304.915139	194304216.810981	161159273.848566	72043613.574704	171056790.032196	299859883.874805	345178466.760925	2370175.13367566	105048563.310042	52340208.6639521	27093723.7820704	277529993.582878	101717934.006033	126278854.176875	436866321.510756	47189950.858751	214164072.02677	267215570.45287	216161338.745853	238965774.002254
Q14315	IC	4	1	1	Filamin-C	FLNC	473310.4331	277605.0645	15848946.49	18163828.99								17112183.9362575	18769244.7004809			57210378.7888983		61060102.5295329							42293158.2100001	13408548.3720993			7639741.72672054	619038.886882164				153167.349016728	4968886.76200001							2541076.26000001					407305.312800001		20584837.8527897				437519.768100001		392375.356800001	1004344.791	284659.355015492								270173.297235615																1059018.78825684	959990.467334779		10262719.8277256	330149.268363676		1751871.10359979				8517714.84777968	12485582.148111	34116681.7676439	53068075.1943439		512221.767050218	23347930.8530536		55538243.6405623				203505.538430477
P30043	IC	5	5	5	Flavin reductase (NADPH)	BLVRB	95034300.9700002	16507639.1700001	6401914.40800001		1707864.217	1328639.78261782	2042496.0842237	10146309.8785319	15062999.3817682	19562709.9239054	24437634.5654702				2524146.30026662			6328581.67865029	6223942.45499083	24456127.6019667	3925968.59329755	23168491.0702139		859769.916144769		2204225.38233594	18714596.2138777	6139843.35556653	750775.863167498	3728682.84839926	19896792.6212347	16547306.5807583	9015489.79970459	4829856.98856908		4448241.879	8234681.25700002	5813849.27200001	5066059.61500001	7765271.08500002	11715088.52	4956412.92200001	3763274.448	2961586.191	8823786.14900001	5641837.95200001			943281.630097521			2928758.539	9669677.25400001	3297189.521	2886755.978	1243807.752	6317402.7100612	9011236.90222622	10814314.7371052	6388425.53854691	13633071.5647644	17170796.5092392	4272647.11211431	14270219.0307807	4800828.16007481	4157900.6356029	5676597.29756487	19923123.0910386	4269876.40183779	3260851.08948842	4510333.88531159	7575204.36453789	16028247.1323791	5142876.00052099	746609.901983941	17856403.3075868	6184080.35371477	1923685.73577119	11287398.4853134	4935612.41086935		2442731.48490579	766103.675916748	3683621.98452433	1332950.23252702				409063.407128712	2134674.91908221		747451.203547784		3624989.1709278	10121109.0078514		11336283.5789357		10551297.6718046		947000.507686758	1432574.04365611	9501611.1712069
O75955	IC	5	5	5	Flotillin-1	FLOT1		827250.366900001	979865.735800002	1861898.703		1269064.98551415	4659437.582629	768234.913803948		827761.139720167	719721.333473406	1884680.80525924		5737649.77630342	1347000.08206594	769807.399594541	4414294.07095199	2348360.70879362	224485.478925823	726470.482258514	307603.033639155	1705273.95032208	4671330.89445733	2239745.34470284	1271009.765	708386.420904524	316703.813499289	3405862.20948525	12549145.0638652	1226447.66658123	3692572.02825908	396052.281913978	1086319.50824478	908331.011055653	548498.077400001	711593.822	1351162.495		432443.9067	197430.6555	4784815.18700001	489836.668400001	2929506.499	964718.108400002	1556249.735		2880614.827		3757539.98017304	8085485.99900001	4272584.713	2066952.003	1397762.8	786085.1123	692703.239300002	1136596.197	670049.788526493	117438.828253126	3559249.15866433	774663.175284808	3314020.13194607	1653405.98709311	1423201.54257386	608673.548265954	1381794.8585788	1715741.86492549	466558.057377364	816384.891020429	4254386.75924995	1611427.45802625	2026458.52899227	4277364.13804933	2297912.84583519	1109083.36042718	2371874.573374	2780741.42696117	440220.818556345	1945827.5423297	1695546.83490559	3395985.64717007	299909.512638728	2133256.47864773	2182573.13969107		6113529.38588275	3901962.45936367		861848.221830079	921444.752482569	1600593.63479941	1256629.05741318			1359474.43136584	802967.222676873	1229339.92789835	9665778.5573133	7954677.10448647	4885476.63156024	11220467.7522787	2753759.57113008	2589811.70802915	1474473.25868625
Q14254	IC	1	1	1	Flotillin-2	FLOT2														526850.50618463	546102.558805368		209742.401027204					367136.738849712	574169.464037068	554800.712010922				355158.060041661			351757.480393133		181403.112729442				363531.812600001	272186.9426			533603.893100001		341119.3024		646270.773000001													138466.461935733	359032.362353865		613714.0091243		840179.794540749		392862.73704999	532693.204295575			659042.325100756		438115.423630594					391352.839157944	314299.587309376						736634.794128594	174341.287075775		556667.793422038		274557.797637957	277500.759817344	701460.543537175					566839.029178031		4531348.9654316					821434.420114867	
P09467	IC	3	3	3	Fructose-1,6-bisphosphatase 1	FBP1	2437605.22700001	1980512.721	2188000.225			1195482.35972347	4543110.27121521	1122041.74254907	2638342.92473051	10350120.0387066	7148898.46570997			1610882.26986065	2636220.37961048		2318850.39728825	653969.949829613	5109170.69958879	4253998.55237843	3955540.77193658	1875700.95996708	1796803.80623724	1916660.92896285		1091245.64027041	2108433.15745126	1205228.51053713	8587388.83680647	1952655.60708733	2250368.53522962	2939644.16591247	1694291.07843878	1723329.92763693	1032899.333	861837.267900002	42888.4442300001	1217432.123	3200371.93800001	1184918.632	1430798.226		1126229.366		3745450.35400001	921603.100500002	1181093.289	625739.3529	2304218.41616926	5218174.22900001	15144777.94	1541875.771	1468164.757	2818818.08000001	9325507.46300002	2975521.79100001	1101037.77624488	322166.97677243	827984.128587085	1407030.62069761	2303856.6655614	566372.62574141	1118794.16754933	966085.726746202	695784.939643695	773617.09373042	1833359.65229053	1271688.70793863	197962.21049211	2720720.87018386	1811763.46321796	941386.902810131	2618400.51353751	2489365.93672523	1407465.20935618	2865918.52319851	2362403.13598709	1583836.91493829	731789.383615218	4359632.85645252	1492726.22100689	3289320.15555993	2087230.07359483	1659151.71990496	952664.418741303	1738551.20476691		1956308.63181837	1825141.2641012	2150116.24511201		1203032.59406038			2154327.6698936	5210425.74098919	12763624.3601224	8580533.72752779	2326776.35186743	12169682.1865936	17772580.292447	9549782.52835315	2890802.07782094
